year,month,avg_tripduration,num_trips,birth_year,gender
2018,1,797,5737,1985,female
2018,1,851,12690,1977,male
2018,1,659,18972,1987,male
2018,1,2669,26166,1969,unknown
2018,1,625,15520,1981,male
2018,1,792,3181,1994,female
2018,1,651,18539,1991,male
2018,1,6782,3237,1953,male
2018,1,720,12782,1970,male
2018,1,637,9047,1994,male
2018,1,734,11023,1969,male
2018,1,757,2576,1971,female
2018,1,670,2560,1998,male
2018,1,639,6009,1995,male
2018,1,715,2118,1964,female
2018,1,860,1838,1958,female
2018,1,667,1522,1996,female
2018,1,735,1316,1950,male
2018,1,616,35,1993,unknown
2018,1,794,2680,1975,female
2018,1,651,49,1946,unknown
2018,1,815,1617,1957,female
2018,1,17689,119,1977,unknown
2018,1,519,27,1939,unknown
2018,1,479,105,1981,unknown
2018,1,575,42,1994,unknown
2018,1,753,37,1965,unknown
2018,1,784,53,1887,unknown
2018,1,716,213,1946,female
2018,1,704,19,1991,unknown
2018,1,572,66,1940,female
2018,1,734,220,1980,unknown
2018,1,573,91,1974,unknown
2018,1,224,14,1921,male
2018,1,455,12,1929,male
2018,1,430,4,2002,male
2018,1,699,2675,1962,female
2018,1,745,11207,1973,male
2018,1,647,19771,1988,male
2018,1,676,11874,1976,male
2018,1,636,17238,1983,male
2018,1,368,44,1961,unknown
2018,1,810,4785,1993,female
2018,1,690,2710,1972,female
2018,1,596,437,1945,male
2018,1,867,1105,1954,female
2018,1,686,20330,1985,male
2018,1,782,5802,1992,female
2018,1,689,14849,1979,male
2018,1,707,6455,1959,male
2018,1,729,2844,1966,female
2018,1,628,17026,1992,male
2018,1,693,9993,1964,male
2018,1,723,3282,1976,female
2018,1,809,5169,1956,male
2018,1,746,6058,1991,female
2018,1,799,2662,1969,female
2018,1,630,18820,1986,male
2018,1,788,1111,1948,male
2018,1,704,3055,1978,female
2018,1,789,2089,1960,female
2018,1,713,164,1982,unknown
2018,1,1262,6654,1990,female
2018,1,648,927,1946,male
2018,1,1025,76,1995,unknown
2018,1,789,301,1941,male
2018,1,845,956,1955,female
2018,1,617,135,2001,female
2018,1,917,111,2000,female
2018,1,547,55,1996,unknown
2018,1,631,217,1944,male
2018,1,987,13,1939,female
2018,1,608,228,1949,female
2018,1,606,94,1983,unknown
2018,1,539,65,1937,female
2018,1,661,51,1988,unknown
2018,1,480,87,1979,unknown
2018,1,516,116,1937,male
2018,1,695,110,1943,female
2018,1,671,102,1992,unknown
2018,1,813,49,1934,female
2018,1,504,53,1936,male
2018,1,1414,30,1899,male
2018,1,4687,48,1923,male
2018,1,1158,3,1956,unknown
2018,1,552,3,1918,male
2018,1,660,35,1971,unknown
2018,1,713,9,1932,female
2018,1,4244,1,1938,female
2018,1,1187,4,1964,unknown
2018,1,2168,2,1919,female
2018,1,1148,1,1934,male
2018,1,341,1,1936,female
2018,1,663,8823,1965,male
2018,1,906,11539,1975,male
2018,1,692,20452,1989,male
2018,1,848,2165,1963,female
2018,1,782,2796,1977,female
2018,1,934,8686,1963,male
2018,1,664,13470,1978,male
2018,1,806,3701,1979,female
2018,1,744,1733,1959,female
2018,1,639,10377,1967,male
2018,1,748,441,2001,male
2018,1,673,8930,1966,male
2018,1,783,4235,1982,female
2018,1,631,1060,2000,male
2018,1,756,2125,1952,male
2018,1,664,7995,1960,male
2018,1,848,4508,1981,female
2018,1,794,3428,1954,male
2018,1,800,1993,1961,female
2018,1,456,9,1954,unknown
2018,1,842,141,1986,unknown
2018,1,619,534,1998,female
2018,1,945,128,1944,female
2018,1,805,92,1941,female
2018,1,611,97,1968,unknown
2018,1,1055,117,1989,unknown
2018,1,545,92,1958,unknown
2018,1,554,127,1978,unknown
2018,1,899,58,1939,male
2018,1,832,27,1963,unknown
2018,1,552,213,1975,unknown
2018,1,823,150,1990,unknown
2018,1,432,24,1933,female
2018,1,649,210,1947,female
2018,1,547,41,1942,female
2018,1,488,8,1950,unknown
2018,1,621,17734,1982,male
2018,1,757,9927,1968,male
2018,1,723,11208,1972,male
2018,1,607,19937,1990,male
2018,1,647,13960,1993,male
2018,1,753,4883,1957,male
2018,1,578,2973,1997,male
2018,1,793,3577,1970,female
2018,1,753,1197,1956,female
2018,1,684,1141,1997,female
2018,1,593,1765,1999,male
2018,1,739,3115,1968,female
2018,1,696,399,1999,female
2018,1,724,6001,1986,female
2018,1,699,4816,1984,female
2018,1,829,519,1952,female
2018,1,797,2908,1965,female
2018,1,754,947,1947,male
2018,1,786,109,1976,unknown
2018,1,411,26,1967,unknown
2018,1,525,151,1984,unknown
2018,1,700,293,1987,unknown
2018,1,875,39,1960,unknown
2018,1,376,280,1900,male
2018,1,563,77,1938,male
2018,1,973,331,1943,male
2018,1,276,2,1931,unknown
2018,1,667,33,1885,unknown
2018,1,473,9,1917,male
2018,1,519,23,1949,unknown
2018,1,661,30,1970,unknown
2018,1,1034,26,1966,unknown
2018,1,385,5,1973,unknown
2018,1,437,4,1935,male
2018,1,383,7,1998,unknown
2018,1,753,11,1894,male
2018,1,1265,5,1886,male
2018,1,776,1,1916,female
2018,1,645,12125,1971,male
2018,1,604,18949,1984,male
2018,1,747,330,1951,female
2018,1,761,6205,1989,female
2018,1,881,2243,1995,female
2018,1,796,2347,1967,female
2018,1,662,10820,1974,male
2018,1,738,1143,1949,male
2018,1,670,14527,1980,male
2018,1,724,3720,1980,female
2018,1,642,7151,1961,male
2018,1,597,3354,1996,male
2018,1,912,2778,1973,female
2018,1,1660,8311,1962,male
2018,1,757,6197,1987,female
2018,1,815,5995,1988,female
2018,1,1116,292,1948,female
2018,1,711,5820,1958,male
2018,1,1974,4837,1983,female
2018,1,733,3636,1955,male
2018,1,652,414,1950,female
2018,1,701,702,1953,female
2018,1,726,2940,1974,female
2018,1,776,1960,1951,male
2018,1,962,464,1942,male
2018,1,482,42,1972,unknown
2018,1,616,145,1940,male
2018,1,889,23,1945,female
2018,1,987,14,1912,unknown
2018,1,619,66,1985,unknown
2018,1,806,37,2001,unknown
2018,1,514,9,2000,unknown
2018,1,204,16,1910,male
2018,1,439,15,1912,male
2018,1,514,6,1962,unknown
2018,1,581,20,1959,unknown
2018,1,1287,17,1901,male
2018,1,1103,2,1900,unknown
2018,2,927,16463,1993,male
2018,2,724,7974,1961,male
2018,2,671,9563,1963,male
2018,2,773,2211,1996,female
2018,2,732,6472,1958,male
2018,2,689,3961,1954,male
2018,2,678,21627,1987,male
2018,2,833,4127,1980,female
2018,2,771,181,2000,female
2018,2,768,6715,1985,female
2018,2,758,7223,1987,female
2018,2,761,8290,1990,female
2018,2,801,5947,1983,female
2018,2,791,2456,1951,male
2018,2,725,7444,1991,female
2018,2,698,3392,1974,female
2018,2,831,4859,1982,female
2018,2,763,4275,1955,male
2018,2,794,2754,1967,female
2018,2,880,121,1977,unknown
2018,2,755,2053,1958,female
2018,2,968,1485,1997,female
2018,2,792,211,1982,unknown
2018,2,645,1241,2000,male
2018,2,913,142,1944,female
2018,2,538,52,1970,unknown
2018,2,622,131,1976,unknown
2018,2,1050,108,1983,unknown
2018,2,661,27,1885,unknown
2018,2,1115,19,1899,male
2018,2,1109,85,1988,unknown
2018,2,3472,39,2001,unknown
2018,2,309,12,1950,unknown
2018,2,547,38,2002,male
2018,2,1016,8,1888,unknown
2018,2,595,5,1917,male
2018,2,2030,1,1951,unknown
2018,2,408,4,1918,male
2018,2,331,6,1929,male
2018,2,416,2,1886,female
2018,2,345,1,1926,male
2018,2,365,1,1916,female
2018,2,706,23525,1989,male
2018,2,655,11264,1994,male
2018,2,900,7509,1988,female
2018,2,792,23066,1990,male
2018,2,2380,35847,1969,unknown
2018,2,751,5639,1957,male
2018,2,675,12961,1975,male
2018,2,764,5040,1981,female
2018,2,712,3971,1979,female
2018,2,926,3959,1970,female
2018,2,673,12414,1974,male
2018,2,707,11457,1968,male
2018,2,2905,6314,1993,female
2018,2,729,3091,1962,female
2018,2,745,918,1998,female
2018,2,688,998,1946,male
2018,2,781,1144,1947,male
2018,2,1171,3689,1978,female
2018,2,802,3497,1976,female
2018,2,765,2986,1972,female
2018,2,906,166,1989,unknown
2018,2,1072,107,1995,unknown
2018,2,673,137,2001,female
2018,2,565,219,1975,unknown
2018,2,1293,298,1987,unknown
2018,2,603,324,1949,female
2018,2,511,99,1974,unknown
2018,2,619,45,1936,male
2018,2,622,65,1965,unknown
2018,2,790,284,1948,female
2018,2,309,50,1940,female
2018,2,1574,29,1991,unknown
2018,2,961,18,1966,unknown
2018,2,695,51,1887,unknown
2018,2,795,156,1979,unknown
2018,2,530,25,1949,unknown
2018,2,224,17,1921,male
2018,2,780,100,1941,female
2018,2,324,10,2000,unknown
2018,2,1058,21,1912,unknown
2018,2,403,15,1954,unknown
2018,2,567,4,1934,male
2018,2,749,3,1931,female
2018,2,750,5,1935,female
2018,2,703,3579,1953,male
2018,2,664,23364,1985,male
2018,2,2972,23806,1988,male
2018,2,698,7709,1959,male
2018,2,738,19827,1983,male
2018,2,677,16671,1980,male
2018,2,620,307,1941,male
2018,2,684,14096,1976,male
2018,2,640,8232,1995,male
2018,2,566,514,1945,male
2018,2,732,1308,1949,male
2018,2,700,9080,1960,male
2018,2,1128,3385,1973,female
2018,2,747,7019,1986,female
2018,2,566,4631,1997,male
2018,2,829,2995,1995,female
2018,2,717,2419,1952,male
2018,2,762,3107,1966,female
2018,2,767,2470,1964,female
2018,2,610,272,1947,female
2018,2,540,382,1944,male
2018,2,864,1135,1955,female
2018,2,886,8,1956,unknown
2018,2,826,257,1946,female
2018,2,624,163,1937,male
2018,2,765,1680,1950,male
2018,2,341,559,1900,male
2018,2,674,175,1940,male
2018,2,818,467,1999,female
2018,2,818,48,1934,female
2018,2,802,1246,1948,male
2018,2,606,31,1997,unknown
2018,2,703,573,1942,male
2018,2,704,218,1980,unknown
2018,2,729,182,1968,unknown
2018,2,488,47,1946,unknown
2018,2,553,129,1984,unknown
2018,2,952,52,1939,male
2018,2,527,133,1981,unknown
2018,2,446,22,1961,unknown
2018,2,587,33,1998,unknown
2018,2,963,13,1939,female
2018,2,779,77,1994,unknown
2018,2,374,48,1967,unknown
2018,2,1128,15,1901,male
2018,2,1270,16,1900,unknown
2018,2,830,36,1963,unknown
2018,2,398,1,1907,male
2018,2,654,6,1931,unknown
2018,2,1481,3,1938,female
2018,2,989,1,1933,male
2018,2,419,1,1912,male
2018,2,701,14485,1977,male
2018,2,757,12207,1969,male
2018,2,678,9493,1965,male
2018,2,847,12011,1972,male
2018,2,656,12729,1971,male
2018,2,644,22599,1986,male
2018,2,877,7044,1992,female
2018,2,654,18258,1981,male
2018,2,793,675,1952,female
2018,2,685,17037,1979,male
2018,2,795,774,1953,female
2018,2,868,2296,1961,female
2018,2,749,1498,1956,female
2018,2,674,10766,1964,male
2018,2,874,3170,1969,female
2018,2,760,5399,1956,male
2018,2,685,11306,1967,male
2018,2,788,4131,1994,female
2018,2,699,135,1985,unknown
2018,2,698,359,1951,female
2018,2,692,3834,1998,male
2018,2,1384,3309,1975,female
2018,2,629,82,1996,unknown
2018,2,789,2462,1960,female
2018,2,988,392,1943,male
2018,2,551,10,1935,unknown
2018,2,687,178,1986,unknown
2018,2,595,116,1978,unknown
2018,2,475,56,1958,unknown
2018,2,496,123,1992,unknown
2018,2,612,137,1943,female
2018,2,380,28,1932,female
2018,2,450,29,1939,unknown
2018,2,1042,68,1923,male
2018,2,462,57,1972,unknown
2018,2,1184,33,1971,unknown
2018,2,209,22,1910,male
2018,2,675,72,1937,female
2018,2,607,33,1993,unknown
2018,2,816,13,1962,unknown
2018,2,919,20,1973,unknown
2018,2,2702,3,2002,female
2018,2,795,44,1960,unknown
2018,2,502,3,1886,male
2018,2,455,1,1931,male
2018,2,9228,2,1964,unknown
2018,2,1411,1,1889,female
2018,2,199,2,1957,unknown
2018,2,742,1876,1959,female
2018,2,798,3317,1965,female
2018,2,746,19894,1982,male
2018,2,704,9470,1962,male
2018,2,637,21583,1984,male
2018,2,752,13899,1970,male
2018,2,712,22266,1991,male
2018,2,804,3659,1968,female
2018,2,678,10175,1966,male
2018,2,759,7773,1989,female
2018,2,579,89,1938,male
2018,2,670,19991,1992,male
2018,2,662,15420,1978,male
2018,2,667,13017,1973,male
2018,2,705,5592,1984,female
2018,2,794,3090,1971,female
2018,2,723,3229,1977,female
2018,2,826,2103,1957,female
2018,2,702,5407,1996,male
2018,2,588,2229,1999,male
2018,2,782,2690,1963,female
2018,2,771,1334,1954,female
2018,2,707,540,1950,female
2018,2,962,201,1990,unknown
2018,2,660,650,2001,male
2018,2,1108,94,1945,female
2018,2,481,90,1942,female
2018,2,528,38,1933,female
2018,2,867,34,1959,unknown
2018,2,2134,3,1999,unknown
2018,2,1610,8,1919,female
2018,2,558,16,1894,male
2018,2,793,21,1944,unknown
2018,2,993,2,1935,male
2018,2,608,1,1887,male
2018,3,710,12817,1968,male
2018,3,718,14743,1973,male
2018,3,642,23006,1992,male
2018,3,731,26145,1985,male
2018,3,713,7416,1958,male
2018,3,1078,12136,1964,male
2018,3,700,10280,1962,male
2018,3,681,19605,1993,male
2018,3,723,11389,1966,male
2018,3,4831,152,1994,unknown
2018,3,688,13641,1969,male
2018,3,937,3638,1966,female
2018,3,788,2876,1961,female
2018,3,804,2211,1959,female
2018,3,763,27909,1988,male
2018,3,785,9171,1995,male
2018,3,839,3777,1975,female
2018,3,795,3880,1974,female
2018,3,777,778,1953,female
2018,3,685,5864,1996,male
2018,3,769,1835,1950,male
2018,3,808,1536,1997,female
2018,3,964,256,1946,female
2018,3,1108,1420,1948,male
2018,3,1049,1703,1956,female
2018,3,1040,2864,1964,female
2018,3,752,2348,1958,female
2018,3,813,757,1952,female
2018,3,901,756,1999,female
2018,3,679,149,1943,female
2018,3,744,517,1951,female
2018,3,1132,213,2000,female
2018,3,753,154,1982,unknown
2018,3,741,242,1980,unknown
2018,3,689,554,1950,female
2018,3,921,217,1983,unknown
2018,3,395,42,1998,unknown
2018,3,950,149,1988,unknown
2018,3,1047,32,1963,unknown
2018,3,791,137,1978,unknown
2018,3,795,50,1934,female
2018,3,1157,18,1901,male
2018,3,1145,11,1899,male
2018,3,565,20,1962,unknown
2018,3,1664,11,2002,female
2018,3,631,30,1933,female
2018,3,463,7,1918,male
2018,3,1126,18,1939,female
2018,3,758,31,1949,unknown
2018,3,475,12,1929,male
2018,3,594,6,1931,unknown
2018,3,348,5,1886,male
2018,3,800,5,1934,male
2018,3,816,1,1935,male
2018,3,737,3960,1965,female
2018,3,679,22327,1982,male
2018,3,695,27326,1989,male
2018,3,758,4798,1955,male
2018,3,651,24518,1984,male
2018,3,806,6641,1957,male
2018,3,893,4391,1970,female
2018,3,678,8794,1961,male
2018,3,690,14007,1971,male
2018,3,776,7342,1993,female
2018,3,674,10659,1965,male
2018,3,734,1582,1954,female
2018,3,693,4780,1997,male
2018,3,882,8934,1987,female
2018,3,852,2241,1996,female
2018,3,697,16075,1970,male
2018,3,765,9676,1990,female
2018,3,634,2373,1999,male
2018,3,709,3824,1998,male
2018,3,771,2299,1957,female
2018,3,563,557,1945,male
2018,3,758,4218,1968,female
2018,3,3258,3583,1995,female
2018,3,446,81,1972,unknown
2018,3,698,229,1940,male
2018,3,679,208,1985,unknown
2018,3,923,65,1939,male
2018,3,522,104,1938,male
2018,3,475,60,1958,unknown
2018,3,1655,11,1919,female
2018,3,997,25,1912,unknown
2018,3,769,2,1890,female
2018,3,320,16,1888,unknown
2018,3,493,5,1973,unknown
2018,3,773,20,2000,unknown
2018,3,665,25381,1987,male
2018,3,688,14426,1975,male
2018,3,710,25560,1991,male
2018,3,796,2672,1951,male
2018,3,1064,9350,1989,female
2018,3,710,18575,1979,male
2018,3,862,4493,1954,male
2018,3,666,17129,1978,male
2018,3,800,8421,1985,female
2018,3,779,2657,1960,female
2018,3,750,5903,1981,female
2018,3,4262,3556,1972,female
2018,3,764,1200,1998,female
2018,3,744,4705,1980,female
2018,3,771,331,1987,unknown
2018,3,664,12393,1967,male
2018,3,573,157,1977,unknown
2018,3,1249,1130,1947,male
2018,3,803,1325,1955,female
2018,3,755,4021,1973,female
2018,3,594,125,1992,unknown
2018,3,1148,41,1970,unknown
2018,3,567,150,1923,male
2018,3,826,196,1986,unknown
2018,3,878,193,1944,female
2018,3,235,24,1921,male
2018,3,722,61,1887,unknown
2018,3,697,369,1947,female
2018,3,561,97,1942,female
2018,3,712,18,1971,unknown
2018,3,428,55,1967,unknown
2018,3,219,40,1910,male
2018,3,512,39,1946,unknown
2018,3,401,58,1932,female
2018,3,696,7,1907,male
2018,3,805,39,1959,unknown
2018,3,1312,20,1956,unknown
2018,3,710,2,1948,unknown
2018,3,582,10,1954,unknown
2018,3,317,1,1952,unknown
2018,3,999,7,1966,unknown
2018,3,1095,1,1999,unknown
2018,3,625,1,1931,male
2018,3,643,25808,1986,male
2018,3,702,5945,1956,male
2018,3,877,3591,1971,female
2018,3,742,15427,1976,male
2018,3,814,22425,1983,male
2018,3,718,3148,1963,female
2018,3,906,20498,1981,male
2018,3,753,3243,1962,female
2018,3,675,1410,1949,male
2018,3,691,14020,1974,male
2018,3,846,3792,1969,female
2018,3,788,4205,1976,female
2018,3,811,3172,1967,female
2018,3,811,8671,1991,female
2018,3,738,281,1948,female
2018,3,3044,6664,1984,female
2018,3,710,4103,1953,male
2018,3,718,1095,1946,male
2018,3,385,30,1961,unknown
2018,3,827,59,1993,unknown
2018,3,3378,100,1995,unknown
2018,3,734,659,1942,male
2018,3,633,401,1941,male
2018,3,883,368,1943,male
2018,3,554,398,1944,male
2018,3,812,113,1941,female
2018,3,1105,127,1989,unknown
2018,3,418,43,1940,female
2018,3,789,145,1968,unknown
2018,3,635,76,1937,female
2018,3,611,230,1984,unknown
2018,3,670,113,1937,male
2018,3,520,225,1981,unknown
2018,3,563,118,1979,unknown
2018,3,836,185,2001,female
2018,3,958,30,1997,unknown
2018,3,770,18,1885,unknown
2018,3,587,13,1935,unknown
2018,3,795,28,2001,unknown
2018,3,401,26,1939,unknown
2018,3,840,11,1938,female
2018,3,606,36,1944,unknown
2018,3,2303,2,2002,unknown
2018,3,687,11393,1963,male
2018,3,775,8698,1959,male
2018,3,753,8665,1986,female
2018,3,726,16187,1977,male
2018,3,2434,56485,1969,unknown
2018,3,681,13614,1972,male
2018,3,759,2582,1952,male
2018,3,1058,5918,1982,female
2018,3,913,9130,1988,female
2018,3,773,3574,1977,female
2018,3,682,9614,1960,male
2018,3,662,18543,1980,male
2018,3,704,26475,1990,male
2018,3,716,13267,1994,male
2018,3,602,161,1974,unknown
2018,3,754,8102,1992,female
2018,3,714,4489,1979,female
2018,3,851,4776,1994,female
2018,3,889,734,2001,male
2018,3,1364,7082,1983,female
2018,3,782,4347,1978,female
2018,3,627,52,1936,male
2018,3,670,1595,2000,male
2018,3,599,127,1976,unknown
2018,3,400,508,1900,male
2018,3,588,82,1996,unknown
2018,3,786,263,1990,unknown
2018,3,3123,41,1960,unknown
2018,3,667,259,1975,unknown
2018,3,8866,68,2002,male
2018,3,924,81,1945,female
2018,3,1220,290,1949,female
2018,3,913,30,1991,unknown
2018,3,630,72,1965,unknown
2018,3,1219,23,1900,unknown
2018,3,651,34,1894,male
2018,3,1053,12,1935,female
2018,3,3120,2,1951,unknown
2018,3,596,18,1950,unknown
2018,3,1094,2,1917,male
2018,3,985,7,1916,female
2018,3,504,2,1957,unknown
2018,3,567,1,1931,female
2018,3,5014,2,1886,female
2018,3,1968,3,1912,male
2018,4,1996,116276,1969,unknown
2018,4,930,12928,1992,female
2018,4,730,17202,1971,male
2018,4,755,36137,1989,male
2018,4,783,19380,1994,male
2018,4,724,16913,1974,male
2018,4,1007,31273,1984,male
2018,4,737,19298,1976,male
2018,4,733,26069,1981,male
2018,4,780,16811,1973,male
2018,4,882,3177,1996,female
2018,4,687,6571,1997,male
2018,4,1096,5464,1995,female
2018,4,787,1836,1954,female
2018,4,832,4772,1968,female
2018,4,727,11390,1960,male
2018,4,858,5017,1975,female
2018,4,747,1578,1949,male
2018,4,720,6610,1978,female
2018,4,749,5234,1954,male
2018,4,520,169,1978,unknown
2018,4,848,2121,1956,female
2018,4,988,951,2001,male
2018,4,718,214,1968,unknown
2018,4,1002,553,1943,male
2018,4,567,190,1923,male
2018,4,387,41,1932,female
2018,4,809,23,1888,unknown
2018,4,803,546,1951,female
2018,4,706,242,1992,unknown
2018,4,535,21,1954,unknown
2018,4,808,54,1934,female
2018,4,478,62,1940,female
2018,4,484,39,1963,unknown
2018,4,270,31,1910,male
2018,4,473,121,1967,unknown
2018,4,1760,23,1935,female
2018,4,1054,23,1973,unknown
2018,4,501,8,1946,unknown
2018,4,1961,5,1964,unknown
2018,4,1424,11,1931,male
2018,4,4714,4,1945,unknown
2018,4,3956,1,1936,female
2018,4,511,1,1900,female
2018,4,1055,1193,1999,female
2018,4,1197,21111,1978,male
2018,4,983,8134,1994,female
2018,4,746,13525,1963,male
2018,4,750,12481,1965,male
2018,4,743,16124,1969,male
2018,4,1176,5817,1955,male
2018,4,904,9654,1983,female
2018,4,840,5136,1974,female
2018,4,1028,243,1982,unknown
2018,4,776,23536,1980,male
2018,4,1144,12749,1987,female
2018,4,902,5219,1971,female
2018,4,780,33886,1987,male
2018,4,877,2654,1958,female
2018,4,867,11632,1985,female
2018,4,824,4148,1963,female
2018,4,888,13663,1995,male
2018,4,755,425,1949,female
2018,4,828,5936,1979,female
2018,4,926,5153,1977,female
2018,4,817,1742,1948,male
2018,4,784,4302,1962,female
2018,4,890,4818,1965,female
2018,4,875,1275,1946,male
2018,4,926,851,1952,female
2018,4,2393,242,1988,unknown
2018,4,967,1590,1955,female
2018,4,835,1368,1947,male
2018,4,19286,348,1989,unknown
2018,4,1140,154,1943,female
2018,4,416,47,1997,unknown
2018,4,756,127,1941,female
2018,4,2607,159,1995,unknown
2018,4,389,116,1887,unknown
2018,4,18597,184,2002,male
2018,4,15230,109,1994,unknown
2018,4,848,137,1939,male
2018,4,2495,124,1991,unknown
2018,4,866,66,1959,unknown
2018,4,443,37,2000,unknown
2018,4,950,24,1885,unknown
2018,4,976,20,1912,unknown
2018,4,1645,58,1971,unknown
2018,4,387,9,1930,female
2018,4,606,36,1949,unknown
2018,4,1813,1,1928,male
2018,4,1676,2,1897,unknown
2018,4,527,4,1957,unknown
2018,4,371,2,1915,male
2018,4,2226,2,1933,male
2018,4,2716,1,1916,female
2018,4,932,5161,1976,female
2018,4,748,10393,1961,male
2018,4,726,10694,1959,male
2018,4,719,15029,1967,male
2018,4,729,22714,1979,male
2018,4,742,18885,1970,male
2018,4,752,13648,1966,male
2018,4,2681,4289,1967,female
2018,4,774,27926,1993,male
2018,4,1280,7326,1957,male
2018,4,1079,36179,1988,male
2018,4,782,34493,1991,male
2018,4,844,4323,1966,female
2018,4,644,106,1958,unknown
2018,4,965,11059,1993,female
2018,4,862,3528,1960,female
2018,4,891,2410,1997,female
2018,4,1188,2654,1957,female
2018,4,805,16498,1972,male
2018,4,832,744,1950,female
2018,4,599,477,1944,male
2018,4,813,2302,2000,male
2018,4,775,368,1947,female
2018,4,614,253,1981,unknown
2018,4,761,3145,1952,male
2018,4,1087,69,1970,unknown
2018,4,1612,287,1977,unknown
2018,4,1821,14,1919,female
2018,4,1413,13,1939,female
2018,4,486,6,1930,male
2018,4,1244,392,2000,female
2018,4,668,279,1940,male
2018,4,606,673,1945,male
2018,4,2109,60,1961,unknown
2018,4,689,79,1962,unknown
2018,4,642,352,1975,unknown
2018,4,818,38,2001,unknown
2018,4,3185,19,1932,male
2018,4,632,36,1894,male
2018,4,665,14,1917,male
2018,4,664,28,1934,male
2018,4,658,31,1944,unknown
2018,4,3512,10,1999,unknown
2018,4,1228,20,1886,male
2018,4,489,3,1935,unknown
2018,4,588,5,1951,unknown
2018,4,837,12,1900,unknown
2018,4,151,2,1931,female
2018,4,782,14922,1968,male
2018,4,739,8570,1958,male
2018,4,2024,9013,1984,female
2018,4,744,12074,1962,male
2018,4,885,30788,1992,male
2018,4,2535,13643,1988,female
2018,4,843,2740,1959,female
2018,4,785,3540,1999,male
2018,4,905,14264,1990,female
2018,4,940,5582,1970,female
2018,4,743,8023,1996,male
2018,4,852,4676,1972,female
2018,4,404,643,1900,male
2018,4,733,417,1941,male
2018,4,681,160,1979,unknown
2018,4,234,29,1921,male
2018,4,585,115,1942,female
2018,4,960,30,1956,unknown
2018,4,898,179,1944,female
2018,4,2025,292,1946,female
2018,4,962,303,1983,unknown
2018,4,822,460,1987,unknown
2018,4,1269,381,1990,unknown
2018,4,829,286,1984,unknown
2018,4,730,109,1937,female
2018,4,736,93,1938,male
2018,4,1187,114,1945,female
2018,4,771,155,1965,unknown
2018,4,1052,118,1976,unknown
2018,4,695,34,1936,male
2018,4,1000,56,1960,unknown
2018,4,1163,26,1901,male
2018,4,1347,5,1931,unknown
2018,4,434,19,1933,female
2018,4,8569,11,2002,female
2018,4,665,21,1929,male
2018,4,621,11,1918,male
2018,4,552,21,1939,unknown
2018,4,459,1,1952,unknown
2018,4,790,6,1930,unknown
2018,4,1897,7,2002,unknown
2018,4,598,3,1890,female
2018,4,732,33502,1986,male
2018,4,728,27399,1982,male
2018,4,723,28348,1983,male
2018,4,714,18389,1975,male
2018,4,872,3664,1964,female
2018,4,710,7473,1956,male
2018,4,895,11707,1986,female
2018,4,837,35543,1990,male
2018,4,931,13482,1991,female
2018,4,730,5243,1953,male
2018,4,714,19978,1977,male
2018,4,717,5338,1998,male
2018,4,704,13830,1964,male
2018,4,730,34867,1985,male
2018,4,969,13258,1989,female
2018,4,883,5039,1973,female
2018,4,958,3219,1961,female
2018,4,955,6686,1980,female
2018,4,845,7698,1981,female
2018,4,875,5124,1969,female
2018,4,934,1064,1953,female
2018,4,795,3069,1951,male
2018,4,841,2042,1950,male
2018,4,860,8045,1982,female
2018,4,672,170,1974,unknown
2018,4,944,325,1986,unknown
2018,4,761,384,1948,female
2018,4,762,636,1942,male
2018,4,1004,23,1966,unknown
2018,4,960,1967,1998,female
2018,4,1116,232,2001,female
2018,4,726,327,1980,unknown
2018,4,825,218,1985,unknown
2018,4,842,52,1937,male
2018,4,830,128,1993,unknown
2018,4,833,112,1996,unknown
2018,4,705,83,1972,unknown
2018,4,1157,37,1899,male
2018,4,1774,47,1998,unknown
2018,4,791,22,1950,unknown
2018,4,2021,1,1915,female
2018,4,503,8,1912,male
2018,4,1089,3,1938,female
2018,4,1299,2,1886,female
2018,4,923,5,1935,male
2018,4,594,4,1887,male
2018,5,804,22663,1972,male
2018,5,849,42352,1992,male
2018,5,891,23384,1974,male
2018,5,925,24151,1971,male
2018,5,798,25255,1975,male
2018,5,990,7548,1974,female
2018,5,1084,47155,1991,male
2018,5,971,20213,1990,female
2018,5,982,7104,1973,female
2018,5,1100,5510,1963,female
2018,5,1312,10201,1957,male
2018,5,921,3778,1958,female
2018,5,1026,7254,1975,female
2018,5,891,46485,1987,male
2018,5,1025,7938,1997,male
2018,5,1061,19220,1991,female
2018,5,942,3780,1959,female
2018,5,896,3741,1957,female
2018,5,8585,409,1983,unknown
2018,5,998,578,1943,male
2018,5,979,2621,1956,female
2018,5,714,721,1942,male
2018,5,1033,328,2001,female
2018,5,1157,154,1945,female
2018,5,1084,210,1991,unknown
2018,5,703,144,1943,female
2018,5,1930,189,1998,unknown
2018,5,700,269,1979,unknown
2018,5,658,336,1975,unknown
2018,5,753,235,1978,unknown
2018,5,1055,97,1971,unknown
2018,5,887,123,1941,female
2018,5,835,52,1973,unknown
2018,5,1015,26,1912,unknown
2018,5,4016,32,1999,unknown
2018,5,747,4,1952,unknown
2018,5,690,52,1954,unknown
2018,5,1073,3,1935,unknown
2018,5,875,30,2001,unknown
2018,5,1335,22,1964,unknown
2018,5,390944,13,1918,male
2018,5,535,27,1949,unknown
